 

stn;time;uto200s0;gre000z0;tre200s0;ure200s0;fkl010z0;fve010z0
THU;202405160530;9.5;98;10.3;99.3;0.7;0.7
THU;202405160540;9.6;116;10.5;99.3;0.7;0.7
THU;202405160550;9.6;93;10.5;99.3;0.7;0.7
THU;202405160600;9.8;262;10.8;99.3;0.7;0.7
THU;202405160610;10.0;213;11.1;99.3;1.1;1.1
THU;202405160620;10.0;189;11.1;99.3;1.0;1.0
THU;202405160630;10.1;215;11.2;99.2;1.2;1.2
THU;202405160640;10.3;247;11.5;99.2;1.3;1.3
THU;202405160650;10.4;364;11.9;98.5;1.2;1.1
THU;202405160700;10.3;388;12.1;96.7;1.1;1.0
THU;202405160710;10.0;265;12.0;93.7;1.2;1.1
THU;202405160720;9.9;264;12.2;92.2;1.2;1.2
THU;202405160730;9.8;205;12.2;90.7;1.9;1.9
THU;202405160740;9.6;228;12.4;87.9;1.6;1.5
THU;202405160750;9.4;257;12.6;85.2;1.7;1.7
THU;202405160800;9.3;258;12.6;83.8;1.7;1.6
THU;202405160810;9.3;350;12.9;82.5;1.8;1.8
THU;202405160820;9.4;309;13.1;82.4;1.6;1.5
THU;202405160830;9.2;270;13.0;81.6;1.5;1.3
THU;202405160840;9.1;256;13.0;80.0;1.7;1.5
THU;202405160850;9.5;243;13.3;81.8;1.5;1.4
THU;202405160900;9.3;236;13.2;81.4;1.7;1.6
THU;202405160910;9.2;314;13.4;79.2;1.5;1.5
THU;202405160920;9.4;572;13.8;78.9;1.7;1.6
THU;202405160930;9.4;585;14.0;78.1;1.8;1.8
THU;202405160940;9.1;443;14.1;74.5;2.2;2.0
THU;202405160950;9.0;345;14.2;73.8;1.4;1.3
THU;202405161000;8.8;362;14.3;71.7;1.2;1.2
THU;202405161010;8.9;463;14.4;71.9;1.2;1.1
THU;202405161020;9.2;285;14.5;73.8;1.1;0.9
THU;202405161030;8.8;314;14.5;71.1;1.7;1.7
THU;202405161040;8.5;372;14.5;68.6;1.7;1.6
THU;202405161050;8.7;262;14.4;69.9;1.6;1.5
THU;202405161100;8.8;262;14.5;70.7;1.5;1.3
THU;202405161110;8.5;163;14.3;69.6;1.8;1.7
THU;202405161120;8.8;117;14.1;71.9;1.7;1.7
THU;202405161130;9.2;76;14.0;76.2;1.8;1.8
THU;202405161140;9.1;62;13.8;77.0;1.9;1.9
THU;202405161150;9.2;87;13.5;79.0;2.5;2.5
THU;202405161200;9.3;116;12.6;84.3;4.3;4.2
THU;202405161210;9.5;80;11.9;90.1;3.4;3.4
THU;202405161220;9.7;47;11.7;92.4;1.3;0.8
THU;202405161230;10.0;64;11.4;97.6;1.7;1.6
THU;202405161240;9.9;94;11.0;99.2;1.6;1.6
THU;202405161250;9.8;124;10.9;99.2;1.9;1.8
THU;202405161300;9.8;132;10.7;99.2;2.2;2.2
THU;202405161310;9.6;108;10.6;98.7;2.0;1.9
THU;202405161320;9.5;105;10.6;97.9;1.8;1.7
THU;202405161330;9.5;113;10.6;98.0;1.3;1.3
THU;202405161340;9.6;123;10.8;97.5;0.9;0.8
THU;202405161350;9.6;123;10.9;96.5;0.7;0.7
THU;202405161400;9.2;162;10.9;92.9;1.2;1.1
THU;202405161410;9.4;160;11.0;93.4;0.8;0.7
THU;202405161420;9.2;121;11.0;92.1;1.1;1.1
THU;202405161430;9.2;82;10.9;92.2;1.2;1.2
THU;202405161440;9.2;68;10.8;93.1;1.1;1.0
THU;202405161450;9.5;76;10.9;94.8;0.9;0.8
THU;202405161500;9.5;80;10.9;95.6;0.8;0.7
THU;202405161510;9.5;73;10.9;95.4;0.9;0.8
THU;202405161520;9.7;59;10.9;97.6;1.4;1.4
THU;202405161530;9.6;52;10.8;97.5;1.2;1.2
THU;202405161540;9.5;45;10.7;97.2;1.2;1.1
THU;202405161550;9.5;45;10.6;97.3;0.9;0.9
THU;202405161600;9.5;49;10.6;97.6;0.5;0.5
THU;202405161610;9.3;47;10.6;95.8;0.4;0.4
THU;202405161620;9.5;42;10.5;97.7;0.3;0.3
THU;202405161630;9.3;46;10.4;97.0;0.2;0.2
THU;202405161640;9.2;51;10.4;95.9;0.6;0.3
THU;202405161650;9.4;42;10.4;97.2;0.7;0.5
THU;202405161700;9.6;37;10.4;99.2;0.6;0.6
THU;202405161710;9.6;33;10.4;99.2;0.9;0.9
THU;202405161720;9.6;35;10.4;99.2;0.6;0.6
THU;202405161730;9.6;33;10.5;99.2;0.3;0.3
THU;202405161740;9.6;30;10.5;99.2;0.6;0.6
THU;202405161750;9.6;20;10.4;99.2;0.5;0.5
THU;202405161800;9.6;18;10.4;99.2;0.5;0.5
THU;202405161810;9.6;11;10.4;99.2;0.6;0.5
THU;202405161820;9.6;5;10.4;99.3;0.7;0.7
THU;202405161830;9.5;4;10.3;99.3;0.7;0.6
THU;202405161840;9.5;0;10.2;99.3;0.3;0.3
THU;202405161850;9.5;0;10.3;99.3;0.1;0.1
THU;202405161900;9.5;0;10.3;99.3;0.6;0.5
THU;202405161910;9.4;0;10.1;99.3;1.0;1.0
THU;202405161920;9.3;0;9.9;99.3;0.8;0.8
THU;202405161930;9.2;0;9.8;99.3;0.8;0.7
THU;202405161940;9.3;0;9.9;99.3;0.5;0.5
THU;202405161950;9.2;0;9.8;99.3;0.2;0.1
THU;202405162000;9.2;0;9.8;99.2;0.1;0.1
THU;202405162010;9.2;0;9.8;99.2;0.1;0.1
THU;202405162020;9.2;0;9.8;99.2;0.1;0.1
THU;202405162030;9.2;0;9.8;99.2;0.3;0.2
THU;202405162040;9.1;0;9.7;99.3;0.2;0.2
THU;202405162050;9.1;0;9.6;99.3;1.4;1.3
THU;202405162100;9.0;0;9.5;99.3;1.5;1.5
THU;202405162110;9.0;0;9.4;99.3;1.4;1.4
THU;202405162120;9.0;0;9.4;99.3;0.9;0.9
THU;202405162130;9.0;0;9.4;99.3;0.9;0.9
THU;202405162140;9.0;0;9.4;99.3;0.6;0.5
THU;202405162150;9.0;0;9.4;99.3;0.8;0.6
THU;202405162200;8.9;0;9.3;99.3;1.3;1.2
THU;202405162210;8.8;0;9.2;99.3;1.2;1.2
THU;202405162220;8.9;0;9.3;99.3;0.9;0.9
THU;202405162230;8.9;0;9.3;99.3;0.8;0.8
THU;202405162240;9.0;0;9.4;99.3;0.3;0.3
THU;202405162250;9.0;0;9.4;99.3;0.5;0.4
THU;202405162300;9.0;0;9.4;99.3;0.9;0.8
THU;202405162310;9.0;0;9.4;99.3;0.7;0.6
THU;202405162320;9.0;0;9.4;99.3;0.2;0.2
THU;202405162330;9.0;0;9.5;99.3;0.4;0.3
THU;202405162340;9.0;0;9.4;99.3;0.5;0.5
THU;202405162350;9.0;0;9.4;99.3;0.3;0.3
THU;202405170000;8.9;0;9.3;99.3;0.5;0.5
THU;202405170010;8.9;0;9.3;99.3;0.4;0.4
THU;202405170020;8.8;0;9.2;99.3;0.5;0.4
THU;202405170030;8.9;0;9.3;99.3;0.2;0.2
THU;202405170040;8.8;0;9.2;99.3;0.3;0.3
THU;202405170050;8.9;0;9.3;99.3;0.3;0.3
THU;202405170100;8.9;0;9.3;99.3;0.5;0.4
THU;202405170110;8.8;0;9.2;99.3;0.4;0.4
THU;202405170120;8.8;0;9.2;99.3;0.2;0.2
THU;202405170130;8.8;0;9.1;99.3;0.2;0.2
THU;202405170140;8.7;0;8.9;99.3;0.6;0.3
THU;202405170150;8.7;0;8.9;99.3;0.4;0.4
THU;202405170200;8.8;0;9.0;99.3;0.4;0.4
THU;202405170210;8.8;0;9.0;99.3;0.7;0.7
THU;202405170220;8.7;0;8.9;99.3;0.7;0.7
THU;202405170230;8.7;0;8.9;99.3;0.5;0.5
THU;202405170240;8.6;0;8.8;99.3;0.2;0.2
THU;202405170250;8.6;0;8.8;99.3;0.6;0.6
THU;202405170300;8.5;0;8.6;99.3;0.5;0.4
THU;202405170310;8.5;0;8.6;99.3;0.7;0.4
THU;202405170320;8.5;0;8.5;99.3;0.6;0.5
THU;202405170330;8.4;0;8.4;99.3;0.2;0.2
THU;202405170340;8.5;0;8.5;99.3;0.2;0.1
THU;202405170350;8.5;0;8.6;99.3;0.1;0.1
THU;202405170400;8.5;0;8.6;99.3;0.2;0.2
THU;202405170410;8.4;0;8.4;99.3;0.6;0.6
THU;202405170420;8.5;4;8.5;99.3;0.3;0.3
THU;202405170430;8.5;13;8.5;99.3;0.4;0.4
THU;202405170440;8.5;21;8.6;99.3;0.2;0.1
THU;202405170450;8.6;27;8.7;99.3;0.7;0.6
THU;202405170500;8.6;37;8.8;99.3;0.8;0.7
THU;202405170510;8.7;40;8.9;99.3;0.7;0.6
THU;202405170520;8.8;39;9.0;99.3;0.4;0.3
THU;202405170530;8.8;57;9.1;99.3;0.2;0.2
THU;202405170540;8.9;72;9.3;99.3;1.1;1.1
THU;202405170550;9.0;67;9.4;99.3;0.8;0.8
THU;202405170600;9.0;64;9.5;99.3;0.6;0.5
THU;202405170610;9.1;88;9.6;99.3;0.3;0.3
THU;202405170620;9.1;94;9.7;99.3;0.3;0.3
THU;202405170630;9.2;105;9.8;99.3;0.2;0.1
THU;202405170640;9.3;103;10.0;99.2;0.2;0.1
THU;202405170650;9.4;131;10.1;99.2;0.5;0.4
THU;202405170700;9.4;186;10.1;99.2;0.5;0.4
THU;202405170710;9.6;273;10.5;99.1;0.4;0.4
THU;202405170720;9.5;292;10.6;97.1;0.2;0.1
THU;202405170730;9.2;286;10.9;92.4;0.5;0.4
THU;202405170740;9.3;340;11.2;91.7;0.5;0.5
THU;202405170750;9.3;606;11.6;89.5;0.4;0.2
THU;202405170800;9.1;437;11.8;86.4;0.6;0.5
THU;202405170810;9.1;614;12.2;84.3;0.8;0.5
THU;202405170820;9.1;697;12.7;81.9;1.2;1.2
THU;202405170830;8.7;696;12.8;78.1;0.9;0.8
THU;202405170840;8.3;692;13.2;72.3;1.3;1.2
THU;202405170850;8.6;785;13.8;72.1;1.2;0.9
THU;202405170900;8.2;817;13.6;70.3;1.3;1.2
THU;202405170910;8.4;880;14.1;69.7;1.8;1.4
THU;202405170920;8.3;936;14.3;67.7;1.6;1.5
THU;202405170930;8.5;810;14.7;67.5;1.4;0.9
THU;202405170940;8.0;275;13.9;66.7;1.9;1.8
THU;202405170950;8.5;1004;15.0;66.2;1.5;0.8
THU;202405171000;8.2;850;15.1;63.5;1.5;0.9
THU;202405171010;7.9;817;15.1;61.5;1.5;1.4
THU;202405171020;7.9;268;14.8;62.3;1.5;1.2
THU;202405171030;7.7;412;15.0;60.7;2.4;2.3
THU;202405171040;7.9;504;15.3;60.4;1.1;0.9
THU;202405171050;8.0;586;15.7;59.6;1.2;1.0
THU;202405171100;7.9;583;16.0;57.8;1.5;1.3
THU;202405171110;7.7;527;15.9;57.1;1.4;1.3
THU;202405171120;7.6;807;16.4;54.5;2.0;1.9
THU;202405171130;7.7;660;16.5;55.1;3.0;2.6
THU;202405171140;7.8;589;16.8;54.9;3.0;2.9
THU;202405171150;7.5;343;16.2;54.5;1.9;1.7
THU;202405171200;7.6;611;16.6;53.5;1.4;0.9
THU;202405171210;7.3;400;16.4;51.8;0.9;0.8
THU;202405171220;7.4;423;16.7;52.3;0.8;0.7
THU;202405171230;7.6;865;17.4;51.6;0.6;0.4
THU;202405171240;7.5;448;17.0;51.8;1.9;1.8
THU;202405171250;6.9;762;17.2;47.6;1.0;0.9
THU;202405171300;7.6;862;18.3;48.3;1.1;0.8
THU;202405171310;7.1;697;17.9;46.5;2.0;1.8
THU;202405171320;7.1;845;18.0;46.6;2.0;1.9
THU;202405171330;6.8;915;18.6;42.9;1.6;1.4
THU;202405171340;6.8;774;18.3;43.9;2.5;2.4
THU;202405171350;6.5;442;17.8;42.8;2.1;2.1
THU;202405171400;7.0;736;18.4;44.3;3.3;3.2
THU;202405171410;6.6;457;18.2;42.5;3.8;3.8
THU;202405171420;6.5;322;17.9;42.2;3.3;3.3
THU;202405171430;6.5;318;17.9;42.5;3.2;3.1
THU;202405171440;6.5;264;17.7;43.0;2.7;2.7
THU;202405171450;6.3;236;17.8;41.8;4.1;4.0
THU;202405171500;6.4;309;17.7;42.6;4.6;4.5
THU;202405171510;6.8;241;17.5;45.6;4.6;4.6
THU;202405171520;7.2;201;17.3;48.6;4.6;4.5
THU;202405171530;7.2;220;17.3;49.0;3.2;3.1
THU;202405171540;7.4;381;17.5;49.4;0.8;0.8
THU;202405171550;7.1;200;17.1;48.9;3.0;2.9
THU;202405171600;7.2;376;17.3;49.0;3.0;2.9
THU;202405171610;7.2;187;17.2;49.1;2.8;2.6
THU;202405171620;7.3;133;16.9;50.7;2.6;2.5
THU;202405171630;7.2;117;16.7;50.6;1.9;1.8
THU;202405171640;7.2;147;16.8;50.9;2.5;2.3
THU;202405171650;7.5;127;16.8;52.3;2.1;1.8
THU;202405171700;7.2;162;16.9;50.1;3.5;3.5
THU;202405171710;7.3;132;16.7;51.7;3.1;2.9
THU;202405171720;7.3;105;16.4;52.0;3.2;3.2
THU;202405171730;7.2;71;16.3;51.6;2.8;2.8
THU;202405171740;7.3;89;16.1;53.0;1.3;1.3
THU;202405171750;7.4;149;16.2;53.8;0.8;0.8
THU;202405171800;7.3;128;16.1;53.7;1.9;1.9
THU;202405171810;7.4;98;15.9;54.8;1.6;1.5
THU;202405171820;7.4;72;15.7;55.0;1.3;1.3
THU;202405171830;7.3;52;15.4;55.2;1.5;1.4
THU;202405171840;7.4;27;15.1;57.1;0.8;0.8
THU;202405171850;7.5;8;14.5;60.4;1.1;1.1
THU;202405171900;7.8;3;13.5;66.4;0.5;0.5
THU;202405171910;8.1;0;11.9;76.7;0.5;0.4
THU;202405171920;8.4;0;10.8;85.0;1.0;1.0
THU;202405171930;8.4;0;10.3;87.9;0.7;0.7
THU;202405171940;8.7;0;11.0;86.8;0.6;0.4
THU;202405171950;8.5;0;12.0;79.9;0.8;0.8
THU;202405172000;8.5;0;11.2;84.2;0.8;0.8
THU;202405172010;8.8;0;11.4;86.4;0.7;0.6
THU;202405172020;8.9;0;11.3;87.3;0.3;0.3
THU;202405172030;8.7;0;11.7;83.8;0.7;0.7
THU;202405172040;8.8;0;11.4;85.1;0.8;0.8
THU;202405172050;8.5;0;11.3;83.2;0.4;0.3
THU;202405172100;8.4;0;10.4;86.9;0.3;0.2
THU;202405172110;8.4;0;10.3;88.1;0.5;0.5
THU;202405172120;8.4;0;10.0;89.3;0.6;0.5
THU;202405172130;8.4;0;9.3;93.6;0.5;0.5
THU;202405172140;8.7;0;9.3;97.3;0.6;0.5
THU;202405172150;8.6;0;8.8;98.8;1.1;1.1
THU;202405172200;8.8;0;9.2;98.9;0.6;0.6
THU;202405172210;8.9;0;9.4;98.3;0.6;0.6
THU;202405172220;8.9;0;9.8;95.9;0.2;0.2
THU;202405172230;8.9;0;9.7;96.2;0.1;0.1
THU;202405172240;8.9;0;9.4;98.5;0.5;0.5
THU;202405172250;8.9;0;9.3;99.2;0.9;0.9
THU;202405172300;8.9;0;9.3;99.2;0.9;0.9
THU;202405172310;8.9;0;9.3;99.2;0.6;0.6
THU;202405172320;9.0;0;9.5;99.2;0.5;0.4
THU;202405172330;8.8;0;9.2;99.2;1.1;1.0
THU;202405172340;8.8;0;9.2;99.0;1.1;1.1
THU;202405172350;8.7;0;9.7;95.1;0.6;0.6
THU;202405180000;8.6;0;8.8;99.2;0.3;0.1
THU;202405180010;8.4;0;8.4;99.2;0.5;0.4
THU;202405180020;8.2;0;8.0;99.2;0.8;0.8
THU;202405180030;8.0;0;7.5;99.2;1.0;0.9
THU;202405180040;8.2;0;8.0;99.3;0.7;0.6
THU;202405180050;8.2;0;8.1;99.3;0.6;0.6
THU;202405180100;8.1;0;7.8;99.2;0.6;0.5
THU;202405180110;8.0;0;7.5;99.3;1.0;1.0
THU;202405180120;8.0;0;7.7;99.3;0.9;0.8
THU;202405180130;8.1;0;7.8;99.3;0.4;0.2
THU;202405180140;8.1;0;7.8;99.3;0.5;0.5
THU;202405180150;8.2;0;8.1;99.3;0.4;0.3
THU;202405180200;8.3;0;8.2;99.3;0.4;0.1
THU;202405180210;8.4;0;8.3;99.3;0.3;0.3
THU;202405180220;8.5;0;8.5;99.2;0.6;0.6
THU;202405180230;8.4;0;8.3;99.2;0.2;0.2
THU;202405180240;8.5;0;8.5;99.2;0.5;0.5
THU;202405180250;8.6;0;8.7;99.2;0.2;0.2
THU;202405180300;8.6;0;8.7;99.2;0.7;0.7
THU;202405180310;8.8;0;9.1;99.2;0.9;0.9
THU;202405180320;8.6;0;8.8;99.2;0.4;0.3
THU;202405180330;8.6;0;8.7;99.2;0.4;0.2
THU;202405180340;8.6;0;8.7;99.2;0.2;0.2
THU;202405180350;8.5;0;8.6;99.2;0.2;0.2
THU;202405180400;8.5;1;8.6;99.2;0.2;0.2
THU;202405180410;8.3;5;8.2;99.3;0.3;0.3
THU;202405180420;8.4;11;8.4;99.3;0.3;0.3
THU;202405180430;8.2;15;8.0;99.3;0.5;0.4
THU;202405180440;8.2;26;7.9;99.3;0.3;0.2
THU;202405180450;8.2;88;8.0;99.3;0.4;0.4
THU;202405180500;8.4;122;8.4;99.3;0.5;0.5
THU;202405180510;8.7;74;8.9;99.3;0.4;0.4
THU;202405180520;8.8;45;9.1;99.2;0.1;0.1
THU;202405180530;9.0;181;9.4;99.2;0.2;0.2
THU;202405180540;9.3;230;10.0;98.8;0.3;0.3
THU;202405180550;9.2;270;10.8;92.9;0.5;0.5
THU;202405180600;8.7;287;11.5;84.3;0.8;0.5
THU;202405180610;8.3;323;11.8;78.6;0.3;0.3
THU;202405180620;8.4;355;12.1;79.0;0.6;0.5
THU;202405180630;8.6;390;12.5;78.1;0.5;0.3
THU;202405180640;8.5;437;12.9;75.4;0.4;0.1
THU;202405180650;8.3;408;13.1;73.1;0.5;0.5
THU;202405180700;8.5;474;13.5;72.4;0.7;0.6
THU;202405180710;8.5;535;13.8;71.4;0.9;0.7
THU;202405180720;8.4;369;14.0;69.4;0.3;0.3
THU;202405180730;8.4;403;14.3;69.0;0.1;0.1
THU;202405180740;8.5;522;14.5;68.6;0.8;0.8
THU;202405180750;8.6;651;15.1;66.5;0.9;0.5
THU;202405180800;8.4;500;15.1;65.3;1.0;0.8
THU;202405180810;8.5;512;15.3;64.9;0.6;0.5
THU;202405180820;8.2;657;15.6;61.5;0.7;0.6
THU;202405180830;8.2;760;16.2;59.6;0.9;0.6
THU;202405180840;8.4;802;16.5;59.7;1.1;1.0
THU;202405180850;8.2;866;17.0;56.6;1.1;0.8
THU;202405180900;7.2;755;17.1;50.0;0.8;0.7
THU;202405180910;7.7;706;17.7;51.3;0.7;0.5
THU;202405180920;8.0;847;18.1;51.4;1.1;0.9
THU;202405180930;7.8;1138;18.5;49.2;1.6;1.4
THU;202405180940;7.6;1136;18.7;47.9;1.5;1.3
THU;202405180950;7.8;1155;18.9;48.2;2.1;2.0
THU;202405181000;7.7;618;18.3;49.5;1.5;1.4
THU;202405181010;8.0;508;18.2;51.3;1.5;1.4
THU;202405181020;8.2;1098;18.8;50.7;2.1;2.0
THU;202405181030;7.9;547;18.3;50.5;2.2;1.8
THU;202405181040;7.8;437;17.9;51.1;1.5;1.4
THU;202405181050;8.2;544;18.5;51.7;1.1;0.8
THU;202405181100;8.2;1022;19.0;50.3;1.8;1.7
THU;202405181110;8.4;783;19.3;50.6;2.4;2.0
THU;202405181120;8.5;586;18.6;53.5;2.9;2.8
THU;202405181130;8.4;522;18.4;53.5;3.1;3.0
THU;202405181140;8.8;969;19.1;53.7;3.3;3.2
THU;202405181150;8.8;898;19.6;52.3;2.7;2.6
THU;202405181200;8.3;1078;19.9;48.2;2.2;2.0
THU;202405181210;8.4;1051;19.8;49.3;2.6;2.6
THU;202405181220;8.3;537;19.1;50.8;0.2;0.2
THU;202405181230;8.0;398;18.4;50.8;2.8;2.8
THU;202405181240;7.9;641;18.8;48.7;3.0;3.0
THU;202405181250;8.1;1001;19.9;47.5;3.0;2.9
THU;202405181300;7.5;743;19.6;44.3;3.7;3.7
THU;202405181310;7.5;764;19.7;43.9;3.7;3.6
THU;202405181320;8.0;692;19.8;46.9;3.8;3.7
THU;202405181330;8.2;568;19.3;49.2;3.8;3.8
THU;202405181340;8.8;485;18.6;55.3;5.8;5.8
THU;202405181350;8.7;338;17.6;58.3;5.6;5.6
THU;202405181400;8.9;401;17.5;60.1;5.3;5.3
THU;202405181410;9.0;224;17.2;61.5;5.8;5.8
THU;202405181420;8.7;174;16.8;61.3;5.9;5.8
THU;202405181430;8.6;116;16.6;61.1;5.8;5.8
THU;202405181440;8.6;91;16.4;61.8;4.6;4.6
THU;202405181450;8.9;156;16.0;65.3;2.2;2.2
THU;202405181500;9.4;223;15.8;70.0;0.1;0.1
THU;202405181510;9.4;164;15.9;69.6;1.9;1.9
THU;202405181520;9.4;83;15.8;69.5;2.9;2.8
THU;202405181530;9.1;35;15.7;68.1;2.6;2.6
THU;202405181540;8.8;13;15.6;65.8;3.1;3.1
THU;202405181550;8.5;1;15.3;64.8;4.8;4.6
THU;202405181600;9.1;0;14.5;73.2;5.0;4.5
THU;202405181610;9.3;36;12.6;84.3;3.0;1.5
THU;202405181620;9.7;97;12.2;90.1;2.4;2.4
THU;202405181630;10.5;235;12.7;94.9;0.3;0.2
THU;202405181640;10.4;165;13.1;91.9;0.6;0.5
THU;202405181650;10.7;269;13.5;91.3;1.1;1.0
THU;202405181700;10.5;174;13.7;88.4;1.3;1.3
THU;202405181710;10.6;116;13.8;89.4;0.9;0.9
THU;202405181720;10.7;91;13.7;89.9;0.6;0.4
THU;202405181730;11.0;56;13.6;93.4;0.7;0.7
THU;202405181740;11.0;25;13.4;94.8;0.3;0.3
THU;202405181750;11.1;16;13.1;97.1;1.7;1.6
THU;202405181800;11.1;3;12.8;99.3;1.9;1.9
THU;202405181810;11.2;0;13.0;98.6;1.2;1.1
THU;202405181820;11.1;0;12.9;98.6;1.8;1.7
THU;202405181830;10.8;0;12.3;99.0;2.1;1.8
THU;202405181840;10.5;0;12.1;98.1;0.9;0.9
THU;202405181850;10.5;3;12.0;98.8;0.9;0.9
THU;202405181900;10.6;0;12.0;99.2;1.3;1.1
THU;202405181910;10.5;0;11.9;99.3;1.4;1.2
THU;202405181920;10.5;0;11.9;99.3;1.4;1.4
THU;202405181930;10.5;0;11.9;99.3;1.5;1.5
THU;202405181940;10.6;0;12.0;99.3;1.2;1.1
THU;202405181950;10.4;0;11.8;99.3;1.1;0.6
THU;202405182000;10.2;0;11.4;99.3;1.4;1.3
THU;202405182010;10.2;0;11.4;99.3;2.1;2.1
THU;202405182020;10.2;0;11.4;99.3;1.2;1.2
THU;202405182030;10.1;0;11.3;99.3;0.6;0.5
THU;202405182040;10.3;0;11.5;99.3;0.8;0.5
THU;202405182050;10.0;0;11.1;99.3;0.8;0.7
THU;202405182100;10.2;0;11.4;99.3;0.8;0.7
THU;202405182110;10.1;0;11.3;99.3;0.6;0.5
THU;202405182120;9.9;0;11.0;99.3;0.5;0.5
THU;202405182130;9.6;0;10.4;99.3;1.1;1.1
THU;202405182140;9.3;0;10.0;99.3;1.0;0.9
THU;202405182150;9.1;0;9.7;99.3;0.6;0.6
THU;202405182200;9.0;0;9.5;99.3;0.7;0.5
THU;202405182210;9.0;0;9.4;99.3;0.6;0.5
THU;202405182220;8.9;0;9.3;99.3;1.2;1.1
THU;202405182230;8.8;0;9.2;99.3;0.6;0.4
THU;202405182240;8.4;0;8.4;99.3;0.7;0.5
THU;202405182250;8.0;0;7.6;99.3;1.6;1.5
THU;202405182300;8.1;0;7.8;99.3;1.6;1.6
THU;202405182310;8.1;0;7.8;99.3;1.2;1.2
THU;202405182320;7.9;0;7.4;99.3;1.1;1.1
THU;202405182330;8.0;0;7.5;99.3;1.5;1.5
THU;202405182340;8.0;0;7.5;99.3;1.2;1.1
THU;202405182350;8.0;0;7.6;99.3;0.8;0.6
THU;202405190000;8.5;0;8.5;99.3;0.9;0.4
THU;202405190010;8.5;0;8.5;99.3;1.1;0.8
THU;202405190020;8.4;0;8.3;99.3;0.9;0.8
THU;202405190030;8.6;0;8.7;99.3;1.2;1.0
THU;202405190040;8.8;0;9.2;99.3;1.5;1.2
THU;202405190050;9.0;0;9.4;99.3;1.3;1.2
THU;202405190100;9.0;0;9.5;99.3;0.4;0.3
THU;202405190110;9.0;0;9.5;99.3;0.3;0.2
THU;202405190120;9.0;0;9.4;99.3;0.4;0.4
THU;202405190130;8.8;0;9.0;99.3;0.9;0.5
THU;202405190140;8.6;0;8.7;99.3;0.3;0.3
THU;202405190150;8.5;0;8.5;99.3;0.6;0.5
THU;202405190200;8.1;0;7.8;99.3;1.0;1.0
THU;202405190210;7.9;0;7.4;99.3;1.2;1.2
THU;202405190220;7.9;0;7.4;99.3;0.6;0.6
THU;202405190230;7.9;0;7.4;99.3;0.5;0.5
THU;202405190240;7.9;0;7.3;99.3;0.5;0.5
THU;202405190250;8.0;0;7.5;99.3;0.4;0.3
THU;202405190300;8.0;0;7.6;99.3;0.7;0.7
THU;202405190310;7.7;0;7.0;99.3;0.6;0.5
THU;202405190320;7.9;0;7.3;99.3;1.1;1.1
THU;202405190330;7.7;0;7.1;99.3;0.9;0.8
THU;202405190340;7.6;0;6.8;99.3;0.9;0.6
THU;202405190350;7.6;0;6.8;99.3;0.4;0.4
THU;202405190400;7.9;2;7.3;99.3;0.2;0.2
THU;202405190410;7.9;10;7.4;99.3;0.1;0.1
THU;202405190420;7.6;20;6.8;99.3;0.3;0.3
THU;202405190430;7.7;40;6.9;99.3;0.2;0.2
THU;202405190440;7.7;48;7.0;99.3;0.5;0.5
THU;202405190450;8.0;62;7.6;99.3;0.5;0.4
THU;202405190500;8.2;90;8.0;99.3;0.1;0.1
THU;202405190510;8.5;88;8.6;99.3;0.1;0.1
THU;202405190520;8.8;151;9.0;99.3;0.2;0.1
THU;202405190530;9.1;251;9.7;99.3;0.0;0.0
THU;202405190540;9.6;266;10.5;99.3;0.1;0.1
THU;202405190550;10.0;334;11.2;98.8;0.1;0.1
THU;202405190600;9.9;391;11.6;95.2;0.1;0.1
THU;202405190610;10.0;282;11.8;94.4;1.5;1.4
THU;202405190620;10.2;271;11.9;96.4;2.5;2.4
THU;202405190630;10.2;305;12.1;94.9;2.6;2.6
THU;202405190640;9.8;197;11.8;93.6;3.3;3.2
THU;202405190650;9.9;236;11.8;93.7;2.4;2.4
THU;202405190700;9.7;162;11.6;92.9;1.8;1.8
THU;202405190710;9.7;294;12.0;91.0;1.9;1.9
THU;202405190720;9.9;604;12.8;87.7;2.2;2.2
THU;202405190730;9.8;569;13.2;85.1;1.8;1.8
THU;202405190740;9.5;610;13.2;83.4;1.8;1.8
THU;202405190750;9.4;636;13.3;81.0;0.8;0.6
THU;202405190800;9.5;667;13.8;79.6;0.6;0.2
THU;202405190810;9.5;705;14.1;78.6;0.7;0.5
THU;202405190820;9.5;733;14.5;76.2;0.6;0.2
THU;202405190830;9.6;745;15.0;74.4;0.7;0.5
THU;202405190840;9.6;764;15.5;72.6;0.6;0.5
THU;202405190850;9.1;796;15.8;67.3;1.3;1.1
THU;202405190900;8.8;827;15.9;64.8;0.4;0.3
THU;202405190910;8.8;748;16.1;63.8;0.8;0.7
THU;202405190920;9.1;691;16.4;65.7;1.3;1.2
THU;202405190930;8.7;784;16.6;61.3;0.9;0.8
THU;202405190940;9.0;628;16.9;62.8;1.0;0.6
THU;202405190950;8.7;584;16.7;61.5;1.3;1.1
THU;202405191000;9.2;795;17.4;62.1;1.0;0.6
THU;202405191010;9.2;674;17.4;62.4;1.5;1.0
THU;202405191020;9.4;842;17.6;62.6;1.8;1.4
THU;202405191030;9.3;825;17.7;61.7;0.9;0.3
THU;202405191040;9.8;1107;18.6;61.5;1.5;1.2
